,tns_name,tns_class,tns_redshift,superphot_plus_class_prob,ra,dec,peak_mag,peak_phase,superphot_plus_classifier,superphot_plus_sampler,superphot_plus_class,host_sep_arcsec,host_name,host_redshift,host_redshift_type,posted_before,host_absmag,host_prob,best_host_catalog,transient_ra_deg,transient_dec_deg,superphot_plus_prob,high_host_confidence,superphot_plus_class_no_z,superphot_plus_prob_no_z,superphot_plus_class_without_redshift,superphot_plus_prob_without_redshift,peak_abs_mag,nuclear,best_redshift,superphot_nonIa_prob,superphot_non_Ia_prob,yse_field,yse_pz
ANT2025sxnddgtnl2rz,2025cxg,SN Ia,0.02,,101.35131835,14.334924924520266,16.744192123413086,0.2134024459228385,early_lightgbm_02_2025,svi,SLSN-I,36.386329678198656,125211013458922806,0.0483521590919097,,False,-20.88163896484608,0.2322710330776697,panstarrs,,,0.424,True,,,SN Ia,0.541,-18.002207069099892,,,,,,
ANT20256r5qfc04fpxz,2025efc,SN Ia,0.0163,,143.6814434347721,-21.931089866693043,15.172727584838867,0.2272629728977335,early_lightgbm_02_2025,svi,SLSN-I,,,,,False,,,,,,0.467,False,,,SN Ia,0.362,-19.127397328594355,,,,,,
ANT20251nr4x6ngodbr,2025dyt,SN Ia,0.03369,,121.37316457863486,37.53672227338527,16.821964263916016,7.282540471285756,full_lightgbm_02_2025,svi,SN IIn,34.444050683574055,9907734149334500.0,0.09863,,False,-17.07961686959752,0.332160971735049,decals,,,0.779,False,,,SN Ia,0.357,-19.06426059187644,,,,,,
ANT20255b0trcbm5hmx,2025dkj,SN Ia,0.046864,,142.21638366668108,52.68586057758663,17.626710891723633,8.158350671168591,early_lightgbm_02_2025,svi,SN IIn,5.830043152019655,1.712214221901041e+17,0.0543084119086112,,False,-21.375893827191,0.9994245212343156,panstarrs,,,0.583,True,,,SN Ia,0.601,-18.98316149695936,,,,,,
ANT2025yuw5hex5udy3,2025dyo,SN Ia,0.039,,234.3680823,5.819814902188611,17.19116973876953,5.964105137893057,full_lightgbm_02_2025,svi,SN IIn,7.651410389155541,1.1498234366046498e+17,0.0541401997443576,,False,-21.72649629084264,0.9984706335836236,panstarrs,,,0.759,True,,,SN Ia,0.398,-19.01570393071492,,,,,,
ANT20252ea000vd0uj0,2025dhv,SN Ia,0.04066,,225.8662894667251,10.60352921598465,17.0164852142334,5.977496337880439,early_lightgbm_02_2025,svi,SLSN-I,12.433967853995812,1.2072225866901066e+17,0.0367329807223007,,False,-21.494269397293543,0.0917109746182281,panstarrs,,,0.696,False,,,SN Ia,0.564,-19.281779700106792,,,,,,
ANT20251x7ndondxrb4,2025fmz,---,,,82.86916922923757,7.163298096582977,17.408437728881836,0.2866861380534828,early_lightgbm_02_2025,svi,SLSN-I,11.949984068555402,1.1659082867563986e+17,0.2210766375404401,,False,-21.299045482809102,0.5889827373056539,panstarrs,,,0.536,True,,,SN Ia,0.333,-22.64298316790544,,,,,,
ANT20250vkk88x9j3av,2025emr,---,,,112.8123742,21.10804327201637,18.42508888244629,2.254116637901461,early_lightgbm_02_2025,svi,SN IIn,5.332301131598704,9906629207201680.0,0.064121,,False,-18.58875197608037,0.99949426781292,decals,,,0.444,True,,,SN II,0.349,-18.874363524509487,,,,,,
ANT20252qv191mf4u2k,2025eum,SN Ia,0.065,,149.81005332952077,28.30182178744132,18.04827690124512,0.2129477381604374,early_lightgbm_02_2025,svi,SN IIn,3.691300301962346,9906631707199856.0,0.104758,,False,-18.510552727790223,0.998794110574864,decals,,,0.439,True,,,SN Ia,0.569,-19.28117783270853,,,,,,
ANT2025jirh0djhiqel,2025fpz,---,,,117.18533482127958,66.19744023364251,17.069440841674805,0.1780980220282799,early_lightgbm_02_2025,svi,SLSN-I,38.63609757240234,1.8742117166783843e+17,0.0952904954254885,,False,-21.328871268305228,0.7299276672155175,panstarrs,,,0.756,True,,,SN Ibc,0.478,-21.105179174333827,,,,,,
ANT20255xmfem0cmozn,---,---,,,118.62972299999994,-6.912980750000159,14.127507209777832,9.228271621766908,full_lightgbm_02_2025,svi,SN IIn,9.61627129974262,9.970118631907667e+16,0.1278375116835435,,False,-20.108147846533488,0.9159554938374824,panstarrs,,,0.543,True,,,SN Ibc,0.6,-24.699525609974323,,,,,,
ANT202591u1iz7oh3z0,2025fed,---,,,222.3480209980223,-6.64783515501351,18.35944557189941,0.0416976218330091,early_lightgbm_02_2025,svi,SLSN-I,3.922587455118877,9906618931613344.0,0.047598,,False,-21.053911369303847,0.9999061815560114,decals,,,0.438,True,,,SN Ia,0.331,-18.28455451056517,,,,,,
ANT2025evohk94wsq49,2025dyv,SN Ia,0.038,,101.17865197274485,77.72600004920525,17.259429931640625,3.2616165220024413,early_lightgbm_02_2025,svi,SN Ibc,11.000190359699666,9907742164189764.0,0.049255,,False,-21.27198610071038,0.9986021861076848,decals,,,0.409,True,,,SN Ia,0.379,-18.890508393240367,,,,,,
ANT2025iw9e26bzlxlx,2025fwb,---,,,287.6644021162723,37.16985819783163,15.374244689941406,7.995689521332679,full_lightgbm_02_2025,svi,SN IIn,5.862505644198766,1.526028766252252e+17,0.0921931512213045,,False,-22.648166587082244,0.9574119901165744,panstarrs,,,0.752,True,,,SN Ia,0.371,-22.727189932107,,,,,,
ANT2025siz9fptwdok4,2025fwc,---,,,268.9959593502925,7.710316413981161,17.292877197265625,10.980087721509337,full_lightgbm_02_2025,svi,SN IIn,7.599224307392326,1.17252689938253e+17,0.2156353950973031,,False,-22.09115000977617,0.0731780058924122,panstarrs,,,0.746,True,,,SN Ia,0.435,-22.702622773436808,,,,,,
ANT2025lpnbdv0gg15d,2025eqm,SN Ia,0.065,,279.24366741763885,30.70701530581377,17.710346221923828,7.994277521291224,early_lightgbm_02_2025,svi,SLSN-I,10.520897080233658,1.4485279240465014e+17,0.0675254268383541,,False,-21.57984500837753,0.9573236010150884,panstarrs,,,0.556,True,,,SN II,0.346,-19.61910851202981,,,,,,
ANT2025ligvy1kcapke,2025fbc,---,,,281.3833603405634,23.82471252104125,16.31990623474121,10.948525221341695,full_lightgbm_02_2025,svi,SN IIn,5.481125949377854,1.36592813829892e+17,0.1182924117854229,,False,-22.745284588899366,0.9929783455455315,panstarrs,,,0.482,True,,,SN Ia,0.419,-22.33452922943297,,,,,,
ANT20251v25arvi9yvg,2025fae,---,,,281.9505958346305,44.42404946431108,18.149375915527344,2.325069838414493,early_lightgbm_02_2025,svi,SN IIn,2.03952948213584,9907736179512004.0,0.056321,,False,-19.41026686224564,0.9990632856036824,decals,,,0.387,True,,,SN Ia,0.481,-18.864507010196007,False,0.056321,0.744,,,
ANT2025utyzppwyovkp,2025fax,---,,,281.0539454963832,46.23049076350181,18.18577003479004,2.325069838414493,early_lightgbm_02_2025,svi,SLSN-I,6.096196923097245,9907736644424512.0,0.067951,,False,-19.77299146632392,0.9973715924630202,decals,,,0.489,True,,,SN Ia,0.411,-19.24155721461856,False,0.067951,,0.932,,
ANT20250132sf3eq1px,2025fds,SN,0.026,,128.47170575370936,57.53953208625379,17.558143615722656,12.219110308353264,full_lightgbm_02_2025,svi,SN IIn,34.09183852330612,9907739246659880.0,0.158873,,False,-19.110755467740667,0.3520506799758812,decals,,,0.639,False,,,SN Ia,0.26,-17.761277333547568,False,0.026,,0.992,,
ANT202532i2knf0ue79,2025fdq,SN II,0.02,,205.2517976616165,39.05818558813938,18.19776153564453,11.03447687940934,early_lightgbm_02_2025,svi,SN II,8.055176643168148,9907734612609694.0,0.189447,,False,-20.71810614639829,0.9994919405235524,decals,,,1.0,True,,,SN II,0.991,-16.548637656868447,False,0.02,,1.0,,
ANT2025qp6fr9ktow4h,---,---,,,301.5204069121369,6.7726162613698335,16.78860092163086,4.341688697706559,early_lightgbm_02_2025,svi,SN IIn,1.954473344417956,1.1612301520132816e+17,0.118024753106536,,False,-20.243285460121,0.4622245568253927,panstarrs,,,0.351,False,,,,,,False,,,0.915,,
ANT2025fxo0srn0dudi,---,---,,,114.9641093,-10.646275433445012,17.60425567626953,0.2152556143482797,early_lightgbm_02_2025,svi,SN II,9.316447874084242,9.522114961519555e+16,0.0751676909406135,,False,-20.6504555373021,0.9957236518849196,panstarrs,,,0.347,False,,,,,,False,,,0.78,376.E,<https://ziggy.ucolick.org/yse/transient_detail/2023vtr|*YSE-PZ*>
ANT20252y3jds8senev,---,---,,,101.6888132,15.640689259683723,17.40227508544922,7.298304493786418,early_lightgbm_02_2025,svi,SN II,11.68381460287686,1.2677101691382184e+17,0.0411777584865546,,False,-21.815366442826864,0.6358814704939357,panstarrs,,,0.715,False,,,,,,,,,0.831,781P2.E_1,
ANT2025u32sbpe29pz3,2025hdw,---,,,105.5716979834205,59.42812471961883,18.23553276062012,0.4708285365923075,early_lightgbm_02_2025,svi,SN II,1.391557705249023,9907739640398884.0,0.045633,,False,-18.777837377882776,0.999495051463016,decals,,,0.971,True,,,SN II,0.698,-18.315897525774574,,0.045633,,0.994,,<https://ziggy.ucolick.org/yse/transient_detail/2025hdw|*YSE-PZ*>
ANT2025t6j00bpd9g9t,2025gxc,---,,,185.0548795651488,29.07018447178672,18.09980010986328,0.065052657846536,early_lightgbm_02_2025,svi,SN II,4.983570782975658,1854725.0,0.0662270265630582,,False,16.56,0.9330218200775446,glade,,,0.892,True,,,SN II,0.517,-19.270872515421576,,0.0662270265630582,,0.894,628P2.F,<https://ziggy.ucolick.org/yse/transient_detail/2025gxc|*YSE-PZ*>
ANT2025ycqqkvkpg1bz,---,---,,,295.459705759304,38.29761901626176,16.617399215698242,4.422935536880686,full_lightgbm_02_2025,svi,SN II,3.845414160945399,1.5395295459673907e+17,0.1368659691355546,,False,-22.504496466320305,0.5772682199860086,panstarrs,,,0.837,False,,,,,,,,,1.0,712P2.E,
ANT2025kg74qj2kx9vf,2025gvs,SN II,0.007165,,237.59751472480824,25.91947016754188,15.873748779296877,0.0858848240823135,early_lightgbm_02_2025,svi,SN II,30.647985687654145,9906630970509328.0,0.073182,,False,-19.141321701987096,0.4351995968544562,decals,,,0.895,True,,,SN Ia,0.757,-16.636347203261213,,0.007165,,1.0,628P2.C,<https://ziggy.ucolick.org/yse/transient_detail/2025gvs|*YSE-PZ*>
ANT2025apo0kdeb5l7s,2025gtd,---,,,126.21842025,2.8943666401835912,15.614639282226562,15.263801524102746,full_lightgbm_02_2025,svi,SN IIn,16.726156106839042,9906622582756664.0,0.179768,,False,-21.73452132423716,0.6122277323555649,decals,,,0.867,False,,,,,,,,,0.935,311P2.F,<https://ziggy.ucolick.org/yse/transient_detail/2025gtd|*YSE-PZ*>
ANT2025178e4gnx8q3u,2025hyz,---,,,297.87579384977766,12.554716195970784,16.775501251220703,2.0583415184592013,early_lightgbm_02_2025,svi,SLSN-I,7.482131052601267,123062978750253856,0.069199655427439,,False,-20.189828049758283,0.8386991301220323,panstarrs,,,0.985,True,,,SLSN-I,0.783,-20.69198094556066,,0.069199655427439,,1.0,529P2.F,<https://ziggy.ucolick.org/yse/transient_detail/2025hyz|*YSE-PZ*>
ANT20259ial3uag14vv,2025hlm,SN Ia-91bg-like,0.019764,,107.79784108208166,50.17436498968673,17.192262649536133,0.3161972145098843,early_lightgbm_02_2025,svi,SN II,90.53830829733695,9907737622614126.0,0.184315,,False,-19.805902163554347,0.8122817051461454,decals,,,0.55,True,,,SN Ibc,0.42,-17.528229802430673,,0.019764,,0.982,757P2.F,<https://ziggy.ucolick.org/yse/transient_detail/2025hlm|*YSE-PZ*>
ANT2025xtf1c7rqceth,2025hxf,SN II,0.0262,,238.27085546308373,20.6357006605609,17.90317726135254,6.1342029186707805,full_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.581,False,,,SN II,0.685,-17.43299273897691,,0.0262,,0.997,577.B,<https://ziggy.ucolick.org/yse/transient_detail/2025hxf|*YSE-PZ*>
ANT202563m521ig3c0d,2025idz,---,,,145.40098975571124,-11.45793718630263,18.182491302490234,0.2090300391937489,early_lightgbm_02_2025,svi,SN IIn,,,,,False,,,,,,0.459,False,,,,,,,,,0.915,365.E,<https://ziggy.ucolick.org/yse/transient_detail/2025idz|*YSE-PZ*>
ANT2025foeio780x4eh,2025idy,---,,,175.3421073397653,-26.578977603116755,17.34117317199707,0.2003724140377016,early_lightgbm_02_2025,svi,SN Ibc,,,,,False,,,,,,0.939,False,,,,,,,,,0.994,523.D,<https://ziggy.ucolick.org/yse/transient_detail/2025idy|*YSE-PZ*>
ANT20252oa2azuwpbk2,---,---,,,282.5583479,-14.20116920000001,15.833348274230955,15.22635292650375,full_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.868,False,,,,,,,,,1.0,,<https://ziggy.ucolick.org/yse/transient_detail/2025ivl|*YSE-PZ*>
ANT20252utvhs0lqnnw,2025hxt,---,,,313.7154443511767,65.16043071892933,18.23820304870605,0.1260880629633902,early_lightgbm_02_2025,svi,SN II,7.983101289448015,PGC065702,0.0085784809007128,,False,-19.740010685060284,0.9999999999999803,glade,,,0.54,False,,,,,,,,,0.971,,<https://ziggy.ucolick.org/yse/transient_detail/2025hxt|*YSE-PZ*>
ANT2025tdk31m4d460s,2025khg,---,,,172.3125629676857,-7.183121579128667,18.38804244995117,0.2473927476094104,early_lightgbm_02_2025,svi,SLSN-I,1.7048684497502813,9906618731071794,0.277181,,False,-19.457485310646213,0.9838750115995588,decals,,,0.995,True,,,SN Ia,0.654,-22.17157957942367,,0.277181,,1.0,523.A,<https://ziggy.ucolick.org/yse/transient_detail/2025khg|*YSE-PZ*>
ANT2025l8r141d2y6iz,2025jpl,---,,,288.2960578729364,37.05665155660133,17.02307891845703,7.991111326249666,full_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.934,False,,,,,,,,,1.0,707.A,<https://ziggy.ucolick.org/yse/transient_detail/2025jpl|*YSE-PZ*>
ANT2025l105hk07u87p,2025iew,SN II,0.023,,198.991664942996,17.16571948279389,17.605289459228516,0.1172591795038897,early_lightgbm_02_2025,svi,SN Ibc,18.377576836055017,9906627888877200,0.074677,,False,-16.352604847258217,0.4200741242675377,decals,,,0.92,True,,,SN Ibc,0.983,-17.446257485354703,,0.023,,1.0,575.A,<https://ziggy.ucolick.org/yse/transient_detail/2025iew|*YSE-PZ*>
ANT2025xavmrranlqi3,2025khl,---,,,251.36159147003963,65.59108457620619,18.3681697845459,2.302460589038674,early_lightgbm_02_2025,svi,SN IIn,1.5224125309818275,9907740709488115,0.125205,,False,-17.60981145160539,0.9926107072154536,decals,,,0.73,True,,,SN II,0.675,-20.41256184312902,,0.125205,,0.74,,<https://ziggy.ucolick.org/yse/transient_detail/2025khl|*YSE-PZ*>
ANT2025tp1lqjvumk5d,2025jpj,---,,,281.8958990437756,29.099457573797,16.304424285888672,8.025418879260542,full_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.999,False,,,,,,,,,1.0,674.C,<https://ziggy.ucolick.org/yse/transient_detail/2025jpj|*YSE-PZ*>
ANT2025xirqle64z9e9,2025iqz,---,,,233.5086115043255,3.918216452610409,17.816814422607422,0.136009014051524,early_lightgbm_02_2025,svi,SN IIn,,,,,False,,,,,,0.558,False,,,,,,,,,0.992,477.C,<https://ziggy.ucolick.org/yse/transient_detail/2025iqz|*YSE-PZ*>
ANT20257x2xmyx5s3c2,2025kej,---,,,273.7838590461204,41.36491874535134,14.762127876281738,3.994716839049943,full_lightgbm_02_2025,dynesty,SLSN-I,0.1465472138754989,9907735277147732,0.692078,,False,-19.17782350272465,0.9999999999999876,decals,,,0.896,True,,,SN II,0.759,-27.845899527014915,,0.692078,,0.986,719.D,<https://ziggy.ucolick.org/yse/transient_detail/2025kej|*YSE-PZ*>
ANT2025q30oradsstlz,2025kdt,---,,,216.30416070000004,-7.145912635591401,18.08989143371582,0.616941950218461,early_lightgbm_02_2025,svi,SLSN-I,2.698392900453975,9906618742539532,0.493685,,False,-20.62834601931648,0.9546243272818182,decals,,,0.993,True,,,SN Ia,0.673,-23.767116583720657,,0.493685,,1.0,719.A,<https://ziggy.ucolick.org/yse/transient_detail/2025kdt|*YSE-PZ*>
ANT20251dcjunevbg2v,2025ljt,---,,,253.33621395,-8.425645109826817,16.841211318969727,10.674921814512343,full_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.984,False,,,,,,,,,1.0,365.F,<https://ziggy.ucolick.org/yse/transient_detail/2025ljt|*YSE-PZ*>
ANT2025osqwu0mz4mfs,2025kyb,CV,0.0,,271.53337186579364,31.629980016545616,16.639135360717773,12.66994501480076,full_lightgbm_02_2025,svi,SLSN-I,,,,,False,,,,,,0.964,False,,,,,,,,,1.0,674.A,<https://ziggy.ucolick.org/yse/transient_detail/2025kyb|*YSE-PZ*>
ANT2025vtrhkvlex97q,---,---,,,303.3066692888818,11.90071668620986,14.987582206726074,13.54611391450453,full_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.963,False,,,,,,,,,1.0,527.F,
ANT2025horrkys8e0mj,2025lyf,SN Ia,0.034,,226.32222164573744,-10.303817008818314,17.98699188232422,2.6731394144444494,early_lightgbm_02_2025,svi,SN Ibc,,,,,False,,,,,,0.944,False,,,SN Ibc,0.577,-17.919288786188204,,0.034,,0.977,365.E,<https://ziggy.ucolick.org/yse/transient_detail/2025lyf|*YSE-PZ*>
ANT2025zji4cmog8qs6,2025kvd,CV,0.0,,303.8224375710279,-12.490715990869065,16.984161376953125,13.549447314508145,full_lightgbm_02_2025,svi,SLSN-I,,,,,False,,,,,,0.697,False,,,,,,,,,1.0,365.E,<https://ziggy.ucolick.org/yse/transient_detail/2025kvd|*YSE-PZ*>
ANT2025s75z8xml6yqn,2025kyy,SN Ia,0.06,,340.6997355,51.50387229148582,16.46373748779297,3.178267880706698,early_lightgbm_02_2025,svi,SLSN-I,,,,,False,,,,,,1.0,False,,,SN Ia,0.98,-20.68940824363365,,0.06,,1.0,749.F,<https://ziggy.ucolick.org/yse/transient_detail/2025kyy|*YSE-PZ*>
ANT2025zkbrxgzuo45q,2025mqc,SN Ib,0.0087,,190.9676593,-0.5609082998514623,17.657611846923828,0.4800058267210261,early_lightgbm_02_2025,svi,SN Ibc,19.79332481668106,NGC4653,0.0077568948518267,,False,-19.85003222049025,0.9896921097495393,glade,,,0.932,True,,,SN Ibc,0.873,-15.274876518728906,,0.0087,,1.0,423.A,<https://ziggy.ucolick.org/yse/transient_detail/2025mqc|*YSE-PZ*>
ANT202593i4uler93t5,2025lic,SN,0.042,,231.6608121695108,6.107438710786255,18.13098526000977,7.386204111659026,early_lightgbm_02_2025,svi,SN II,0.969408664049742,9906623740121198,0.150731,,False,-18.224037435429825,0.6580448020046592,decals,,,1.0,False,,,SN II,1.0,-18.23839489169796,,0.042,,1.0,468.D,<https://ziggy.ucolick.org/yse/transient_detail/2025lic|*YSE-PZ*>
ANT2025gufo1p55ngt2,---,---,,,279.97182423564936,12.344129804783025,17.599668502807617,4.246215711616969,early_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.998,False,,,,,,,,,1.0,527.F,
ANT20257cdzyqiyph5z,2025mxo,---,,,295.1700525,55.73690421696205,17.1903018951416,7.339780511603749,early_lightgbm_02_2025,svi,SLSN-I,,,,,False,,,,,,0.721,False,,,,,,,,,0.997,,<https://ziggy.ucolick.org/yse/transient_detail/2025mxo|*YSE-PZ*>
ANT20253p2wqcrpe3cv,2025ngs,SN II,0.0063,,233.81951547727093,30.86548382826578,15.77437686920166,0.3015839034342207,early_lightgbm_02_2025,svi,SN II,11.850705243290376,NGC5961,0.0056284082992874,,False,-18.119973941924464,0.9064962928123422,glade,,,0.995,False,,,SN II,0.998,-16.45584518953828,,0.0063,,1.0,674.A,<https://ziggy.ucolick.org/yse/transient_detail/2025ngs|*YSE-PZ*>
ANT2025x78b3r12pwdr,---,---,,,303.64329407930234,25.274001070054737,16.625123977661133,4.240611603076104,early_lightgbm_02_2025,svi,SN II,,,,,False,,,,,,0.792,False,,,,,,,,,1.0,618.A,
ANT2025ylwiogjafi4v,2025nda,---,,,278.71356712579245,22.15477244532117,16.19190216064453,11.21230140334228,full_lightgbm_02_2025,dynesty,SLSN-I,,,,,False,,,,,,0.543,False,,,,,,,,,1.0,577.D,<https://ziggy.ucolick.org/yse/transient_detail/2025nda|*YSE-PZ*>
